ID,Name,EquipType,Category
1085000,Imp Head (Elder),1,3
1090000,Silver Tear Mask,1,3
1100000,Chain Coif,1,3
1101000,Greathelm,1,3
1110000,Octopus Head,1,3
1120000,Jar,1,3
1130000,Mushroom Head,1,3
1300000,Nox Mirrorhelm,1,3
1301000,Iji's Mirrorhelm,1,3
1400000,Black Hood,1,3
1401000,Bandit Mask,1,3
1500000,Knight Helm,1,3
1600000,Greathood,1,3
1700000,Godrick Soldier Helm,1,3
1710000,Raya Lucarian Helm,1,3
1720000,Leyndell Soldier Helm,1,3
1730000,Radahn Soldier Helm,1,3
1750000,Haligtree Helm,1,3
1760000,Gelmir Knight Helm,1,3
1770000,Godrick Knight Helm,1,3
1780000,Cuckoo Knight Helm,1,3
1790000,Leyndell Knight Helm,1,3
1800000,Redmane Knight Helm,1,3
1820000,Haligtree Knight Helm,1,3
1830000,Foot Soldier Cap,1,3
1840000,Foot Soldier Helmet,1,3
1850000,Gilded Foot Soldier Cap,1,3
1860000,Foot Soldier Helm,1,3
1880000,Sacred Crown Helm,1,3
1890000,Omensmirk Mask,1,3
1900000,Ash-of-War Scarab,1,3
1901000,Incantation Scarab,1,3
1902000,Glintstone Scarab,1,3
1910000,Crimson Tear Scarab,1,3
1920000,Cerulean Tear Scarab,1,3
1940000,Fia's Hood,1,3
1980000,Highwayman Hood,1,3
1990000,High Page Hood,1,3
2000000,Rotten Duelist Helm,1,3
2010000,Mushroom Crown,1,3
2020000,Black Dumpling,1,3
3000000,Dane's Hat,1,3
3010000,Gaius's Helm,1,3
5000000,Oathseeker Knight Helm,1,3
5010000,Verdigris Helm,1,3
5020000,Pelt of Ralva,1,3
5021000,Fang Helm,1,3
5030000,Thiollier's Mask,1,3
5060000,High Priest Hat,1,3
5070000,Caterpillar Mask,1,3
5080000,Dancer's Hood,1,3
5090000,Helm of Night,1,3
5100000,Igon's Helm,1,3
5101000,Igon's Helm (Altered),1,3
5110000,Wise Man's Mask,1,3
5120000,Freyja's Helm,1,3
5130000,Helm of Solitude,1,3
5140000,Messmer Soldier Helm,1,3
5150000,Black Knight Helm,1,3
5160000,Rakshasa Helm,1,3
5180000,Fire Knight Helm,1,3
5182000,Death Mask Helm,1,3
5183000,Winged Serpent Helm,1,3
5184000,Salza's Hood,1,3
5190000,Leather Headband,1,3
5191000,Leather Crown,1,3
5200000,Death Knight Helm,1,3
5210000,Curseblade Mask,1,3
5220000,Messmer's Helm,1,3
5221000,Messmer's Helm (Altered),1,3
5230000,Gravebird Helm,1,3
5240000,Common Soldier Helm,1,3
5250000,Horned Warrior Helm,1,3
5252000,Divine Beast Helm,1,3
5253000,Divine Bird Helm,1,3
5260000,Rellana's Helm,1,3
5270000,Young Lion's Helm,1,3
5272000,Circlet of Light,1,3
5280000,Shadow Militiaman Helm,1,3
5290000,Divine Beast Head,1,3
5300000,St. Trina's Blossom,1,3
5310000,Crucible Hammer-Helm,1,3
5320000,Greatjar,1,3
5330000,Imp Head (Lion),1,3
