WeaponClass,ID,Name,EquipType,Category,WepType
Great Hammer,12140000,Pickaxe,0,2,23
Great Hammer,12210000,Rotten Battle Hammer,0,2,23
Great Hammer,12500000,Smithscript Greathammer,0,2,23
Great Katana,66510000,Dragon-Hunter's Great Katana,0,2,94
Great Katana,66500000,Great Katana,0,2,94
Great Katana,66520000,Rakshasa's Great Katana,0,2,94
Great Katana,66530000,Reed Great Katana,0,2,94
Great Spear,17520000,Barbed Staff-Spear,0,2,28
Great Spear,16550000,Bloodfiend's Sacred Spear,0,2,28
Great Spear,17060000,Lance,0,2,28
Great Spear,17510000,Messmer Soldier's Spear,0,2,28
Great Spear,17020000,Siluria's Tree,0,2,28
Great Spear,17070000,Treespear,0,2,28
Great Spear,17050000,Vyke's War Spear,0,2,28
Great Spear,17010000,Mohgwyn's Sacred Spear,0,2,28
Great Spear,17500000,Spear of the Impaler,0,2,28
Greataxe,15510000,Bonny Butchering Knife,0,2,19
Greataxe,15120000,Butchering Knife,0,2,19
Greataxe,15030000,Crescent Moon Axe,0,2,19
Greataxe,15500000,Death Knight's Longhaft Axe,0,2,19
Greataxe,15080000,Executioner's Greataxe,0,2,19
Greataxe,15140000,Gargoyle's Black Axe,0,2,19
Greataxe,15130000,Gargoyle's Great Axe,0,2,19
Greataxe,15020000,Great Omenkiller Cleaver,0,2,19
Greataxe,15000000,Greataxe,0,2,19
Greataxe,15050000,Longhaft Axe,0,2,19
Greataxe,15060000,Rusted Anchor,0,2,19
Greataxe,15040000,Axe of Godrick,0,2,19
Greataxe,15110000,Winged Greathorn,0,2,19
Greataxe,8500000,Putrescence Cleaver,0,2,19
Greatsword,3070000,Alabaster Lord's Sword,0,2,5
Greatsword,3080000,Banished Knight's Greatsword,0,2,5
Greatsword,3000000,Bastard Sword,0,2,5
Greatsword,3180000,Claymore,0,2,5
Greatsword,3090000,Dark Moon Greatsword,0,2,5
Greatsword,3200000,Death's Poker,0,2,5
Greatsword,3050000,Flamberge,0,2,5
Greatsword,3010000,Forked Greatsword,0,2,5
Greatsword,3210000,Gargoyle's Blackblade,0,2,5
Greatsword,3190000,Gargoyle's Greatsword,0,2,5
Greatsword,3170000,Golden Order Greatsword,0,2,5
Greatsword,3550000,Greatsword of Solitude,0,2,5
Greatsword,3130000,Helphen's Steeple,0,2,5
Greatsword,2090000,Inseparable Sword,0,2,5
Greatsword,3020000,Iron Greatsword,0,2,5
Greatsword,3040000,Knight's Greatsword,0,2,5
Greatsword,3520000,Lizard Greatsword,0,2,5
Greatsword,3030000,Lordsworn's Greatsword,0,2,5
Greatsword,3150000,Marais Executioner's Sword,0,2,5
Greatsword,3060000,Ordovis's Greatsword,0,2,5
Greatsword,3160000,Sword of Milos,0,2,5
Greatsword,3140000,Blasphemous Blade,0,2,5
Greatsword,3510000,Greatsword of Damnation,0,2,5
Greatsword,3100000,Sacred Relic Sword,0,2,5
Greatsword,3560000,Leontiel's Greatsword,0,2,5
Halberd,18030000,Banished Knight's Halberd,0,2,29
Halberd,18040000,Commander's Standard,0,2,29
Halberd,18140000,Dragon Halberd,0,2,29
Halberd,18160000,Gargoyle's Black Halberd,0,2,29
Halberd,18150000,Gargoyle's Halberd,0,2,29
Halberd,18090000,Glaive,0,2,29
Halberd,18080000,Golden Halberd,0,2,29
Halberd,18110000,Guardian's Swordspear,0,2,29
Halberd,18000000,Halberd,0,2,29
Halberd,18100000,Loretta's War Sickle,0,2,29
Halberd,18020000,Lucerne,0,2,29
Halberd,18050000,Nightrider Glaive,0,2,29
Halberd,18010000,Pest's Glaive,0,2,29
Halberd,18060000,Ripple Crescent Halberd,0,2,29
Halberd,18500000,Spirit Glaive,0,2,29
Halberd,18070000,Vulgar Militia Saw,0,2,29
Halberd,18130000,Vulgar Militia Shotel,0,2,29
Halberd,18510000,Poleblade of the Bud,0,2,29
Hammer,11010000,Club,0,2,21
Hammer,11030000,Curved Club,0,2,21
Hammer,11100000,Envoy's Horn,0,2,21
Hammer,11500000,Flowerstone Gavel,0,2,21
Hammer,11080000,Hammer,0,2,21
Hammer,11000000,Mace,0,2,21
Hammer,11090000,Monk's Flamemace,0,2,21
Hammer,11050000,Morning Star,0,2,21
Hammer,11120000,Nox Flowing Hammer,0,2,21
Hammer,11130000,Ringed Finger,0,2,21
Hammer,11110000,Scepter of the All-Knowing,0,2,21
Hammer,11070000,Spiked Club,0,2,21
Hammer,11140000,Stone Club,0,2,21
Hammer,11060000,Varre's Bouquet,0,2,21
Hammer,11040000,Warpick,0,2,21
Hammer,11150000,Marika's Hammer,0,2,21
Hand-to-Hand Arts,60510000,Dane's Footwork,0,2,88
Hand-to-Hand Arts,60500000,Dryleaf Arts,0,2,88
Heavy Thrusting Sword,6000000,Bloody Helice,0,2,16
Heavy Thrusting Sword,6010000,Godskin Stitcher,0,2,16
Heavy Thrusting Sword,6020000,Great Epee,0,2,16
Heavy Thrusting Sword,6500000,Queelign's Greatsword,0,2,16
Heavy Thrusting Sword,6040000,Dragon King's Cragblade,0,2,16
Heavy Thrusting Sword,3500000,Sword Lance,0,2,16
Katana,9070000,Dragonscale Blade,0,2,13
Katana,9030000,Meteoric Ore Blade,0,2,13
Katana,9060000,Moonveil,0,2,13
Katana,9010000,Nagakiba,0,2,13
Katana,9040000,Rivers of Blood,0,2,13
Katana,9080000,Serpentbone Blade,0,2,13
Katana,2520000,Star-Lined Sword,0,2,13
Katana,9500000,Sword of Night,0,2,13
Katana,9000000,Uchigatana,0,2,13
Katana,9020000,Hand of Malenia,0,2,13
Light Greatsword,67510000,Leda's Sword,0,2,93
Light Greatsword,67500000,Milady,0,2,93
Light Greatsword,67530000,Idus Sword,0,2,93
Light Greatsword,67520000,Rellana's Twin Blades,0,2,93
Perfume Bottle,61510000,Chilling Perfume Bottle,0,2,89
Perfume Bottle,61540000,Deadly Poison Perfume Bottle,0,2,89
Perfume Bottle,61500000,Firespark Perfume Bottle,0,2,89
Perfume Bottle,61520000,Frenzyflame Perfume Bottle,0,2,89
Reaper,19010000,Grave Scythe,0,2,31
Reaper,19020000,Halo Scythe,0,2,31
Reaper,19500000,Obsidian Lamina,0,2,31
Reaper,19000000,Scythe,0,2,31
Reaper,19060000,Winged Scythe,0,2,31
Spear,16540000,Bloodfiend's Fork,0,2,25
Spear,16090000,Bolt of Gransax,0,2,25
Spear,16060000,Celebrant's Rib-Rake,0,2,25
Spear,16030000,Clayman's Harpoon,0,2,25
Spear,16040000,Cleanrot Spear,0,2,25
Spear,16110000,Cross-Naginata,0,2,25
Spear,16020000,Crystal Spear,0,2,25
Spear,16120000,Death Ritual Spear,0,2,25
Spear,16130000,Inquisitor's Girandole,0,2,25
Spear,16150000,Iron Spear,0,2,25
Spear,16050000,Partisan,0,2,25
Spear,16070000,Pike,0,2,25
Spear,16160000,Rotten Crystal Spear,0,2,25
Spear,16000000,Short Spear,0,2,25
Spear,16500000,Smithscript Spear,0,2,25
Spear,16010000,Spear,0,2,25
Spear,16140000,Spiked Spear,0,2,25
Spear,16520000,Swift Spear,0,2,25
Spear,16080000,Torchpole,0,2,25
Straight Sword,2020000,Broadsword,0,2,3
Straight Sword,2210000,Cane Sword,0,2,3
Straight Sword,2180000,Carian Knight's Sword,0,2,3
Straight Sword,2110000,Coded Sword,0,2,3
Straight Sword,2150000,Crystal Sword,0,2,3
Straight Sword,2070000,Golden Epitaph,0,2,3
Straight Sword,2250000,Lazuli Glintstone Sword,0,2,3
Straight Sword,2000000,Longsword,0,2,3
Straight Sword,2040000,Lordsworn's Straight Sword,0,2,3
Straight Sword,2200000,Miquellan Knight's Sword,0,2,3
Straight Sword,2230000,Noble's Slender Sword,0,2,3
Straight Sword,2060000,Ornamental Straight Sword,0,2,3
Straight Sword,2220000,Regalia of Eochaid,0,2,3
Straight Sword,2260000,Rotten Crystal Sword,0,2,3
Straight Sword,2010000,Short Sword,0,2,3
Straight Sword,2140000,Sword of Night and Flame,0,2,3
Straight Sword,2190000,Sword of St. Trina,0,2,3
Straight Sword,2510000,Velvet Sword of St. Trina,0,2,3
Straight Sword,2240000,Warhawk's Talon,0,2,3
Straight Sword,2050000,Weathered Straight Sword,0,2,3
Throwing Blade,63500000,Smithscript Dagger,0,2,91
Thrusting Shield,62510000,Carian Thrusting Shield,0,2,90
Thrusting Shield,62500000,Dueling Shield,0,2,90
Thrusting Sheild,62520000,Ritual Thrusting Shield,0,2,90
Thrusting Sword,5040000,Antspur Rapier,0,2,15
Thrusting Sword,2530000,Carian Sorcery Sword,0,2,15
Thrusting Sword,5010000,Cleanrot Knight's Sword,0,2,15
Thrusting Sword,5000000,Estoc,0,2,15
Thrusting Sword,5050000,Frozen Needle,0,2,15
Thrusting Sword,5060000,Noble's Estoc,0,2,15
Thrusting Sword,5020000,Rapier,0,2,15
Thrusting Sword,5030000,Rogier's Rapier,0,2,15
Torch,24060000,Beast-Repellent Torch,0,2,87
Torch,24050000,Ghostflame Torch,0,2,87
Torch,24510000,Lamenting Visage,0,2,87
Torch,24500000,Nanaya's Torch,0,2,87
Torch,24070000,Sentry's Torch,0,2,87
Torch,24040000,St. Trina's Torch,0,2,87
Torch,24020000,Steel-Wire Torch,0,2,87
Torch,24000000,Torch,0,2,87
Twinblade,10510000,Black Steel Twinblade,0,2,14
Twinblade,10050000,Eleonora's Poleblade,0,2,14
Twinblade,10500000,Euporia,0,2,14
Twinblade,10090000,Gargoyle's Black Blades,0,2,14
Twinblade,10080000,Gargoyle's Twinblade,0,2,14
Twinblade,10000000,Twinblade,0,2,14
Twinblade,10030000,Twinned Knight Swords,0,2,14
Whip,20050000,Hoslow's Petal Whip,0,2,39
Whip,20030000,Magma Whip Candlestick,0,2,39
Whip,20020000,Thorned Whip,0,2,39
Whip,20500000,Tooth Whip,0,2,39
Whip,20070000,Urumi,0,2,39
Whip,20000000,Whip,0,2,39
Whip,20060000,Giant's Red Braid,0,2,39
