ID,Name,EquipType,Category
1030100,Juvenile Scholar Robe,1,3
1040100,Goldmask's Rags,1,3
1050100,Fell Omen Cloak,1,3
1060100,Dirty Chainmail,1,3
1070100,Zamor Armor,1,3
1100100,Chain Armor,1,3
1101100,Eye Surcoat,1,3
1102100,Tree Surcoat,1,3
1130100,Mushroom Body,1,3
1400100,Leather Armor,1,3
1500100,Knight Armor,1,3
1700100,Tree-and-Beast Surcoat,1,3
1710100,Cuckoo Surcoat,1,3
1720100,Erdtree Surcoat,1,3
1730100,Redmane Surcoat,1,3
1740100,Mausoleum Surcoat,1,3
1750100,Haligtree Crest Surcoat,1,3
1760100,Gelmir Knight Armor,1,3
1761100,Gelmir Knight Armor (Altered),1,3
1770100,Godrick Knight Armor,1,3
1771100,Godrick Knight Armor (Altered),1,3
1780100,Cuckoo Knight Armor,1,3
1781100,Cuckoo Knight Armor (Altered),1,3
1790100,Leyndell Knight Armor,1,3
1791100,Leyndell Knight Armor (Altered),1,3
1800100,Redmane Knight Armor,1,3
1801100,Redmane Knight Armor (Altered),1,3
1810100,Mausoleum Knight Armor,1,3
1811100,Mausoleum Knight Armor (Altered),1,3
1820100,Haligtree Knight Armor,1,3
1821100,Haligtree Knight Armor (Altered),1,3
1830100,Chain-Draped Tabard,1,3
1840100,Foot Soldier Tabard,1,3
1850100,Leather-Draped Tabard,1,3
1860100,Scarlet Tabard,1,3
1870100,Bloodsoaked Tabard,1,3
1880100,Ivory-Draped Tabard,1,3
1890100,Omenkiller Robe,1,3
1930100,Deathbed Dress,1,3
1940100,Fia's Robe,1,3
1941100,Fia's Robe (Altered),1,3
1980100,Highwayman Cloth Armor,1,3
1990100,High Page Clothes,1,3
1991100,High Page Clothes (Altered),1,3
2000100,Rotten Gravekeeper Cloak,1,3
2001100,Rotten Gravekeeper Cloak (Altered),1,3
2030000,Lazuli Robe,1,3
3000100,Dryleaf Robe,1,3
3001100,Dryleaf Robe (Altered),1,3
3010100,Gaius's Armor,1,3
5000100,Leda's Armor,1,3
5002100,Oathseeker Knight Armor,1,3
5010100,Verdigris Armor,1,3
5020100,Iron Rivet Armor,1,3
5030100,Thiollier's Garb,1,3
5031100,Thiollier's Garb (Altered),1,3
5060100,High Priest Robe,1,3
5062100,Finger Robe,1,3
5070100,Braided Cord Robe,1,3
5080100,Dancer's Dress,1,3
5081100,Dancer's Dress (Altered),1,3
5090100,Armor of Night,1,3
5100100,Igon's Armor,1,3
5101100,Igon's Armor (Altered),1,3
5110100,Ansbach's Attire,1,3
5111100,Ansbach's Attire (Altered),1,3
5120100,Freyja's Armor,1,3
5121100,Freyja's Armor (Altered),1,3
5130100,Armor of Solitude,1,3
5131100,Armor of Solitude (Altered),1,3
5140100,Messmer Soldier Armor,1,3
5141100,Messmer Soldier Armor (Altered),1,3
5150100,Black Knight Armor,1,3
5160100,Rakshasa Armor,1,3
5180100,Fire Knight Armor,1,3
5181100,Fire Knight Armor (Altered),1,3
5190100,Gloried Attire,1,3
5191100,Highland Attire,1,3
5200100,Death Knight Armor,1,3
5210100,Ascetic's Loincloth,1,3
5220100,Messmer's Armor,1,3
5230100,Gravebird's Blackquill Armor,1,3
5231100,Gravebird Armor,1,3
5240100,Common Soldier Cloth Armor,1,3
5250100,Horned Warrior Armor,1,3
5252100,Divine Beast Warrior Armor,1,3
5253100,Divine Bird Warrior Armor,1,3
5260100,Rellana's Armor,1,3
5270100,Young Lion's Armor,1,3
5271100,Young Lion's Armor (Altered),1,3
5280100,Shadow Militiaman Armor,1,3
5340100,Gold Tattoo,1,3
5350100,Silver Grooved Armor,1,3
5360100,Leontiel's Armor,1,3
5370100,Steel Armor,1,3
