ID,Name,lotItemId02,lotItemBasePoint02
431100015,Bolt,52000000,100
431100016,Lordsworn's Bolt,52080000,50
431100020,Lordsworn's Straight Sword,2040000,20
431100021,Brass Shield,31130000,20
431100026,Bolt,52000000,100
431100027,Lordsworn's Bolt,52080000,50
431100030,Lordsworn's Straight Sword,2040000,20
431100031,Brass Shield,31130000,20
431100032,Heavy Crossbow,43030000,20
431100037,Bolt,52000000,100
431100038,Lordsworn's Bolt,52080000,50
431100050,Lordsworn's Straight Sword,2040000,20
431100055,Bolt,52000000,100
431100056,Lordsworn's Bolt,52080000,50
431100100,Warpick,11040000,20
431100101,Brass Shield,31130000,20
431100106,Bolt,52000000,100
431100107,Lordsworn's Bolt,52080000,50
431100110,Warpick,11040000,20
431100115,Bolt,52000000,100
431100116,Lordsworn's Bolt,52080000,50
431100120,Warpick,11040000,20
431100125,Bolt,52000000,100
431100126,Lordsworn's Bolt,52080000,50
431100300,Lordsworn's Shield,32300000,20
431200000,Lordsworn's Straight Sword,2040000,20
431200001,Brass Shield,31130000,20
431200007,Bolt,52000000,100
431200008,Lordsworn's Bolt,52080000,50
431200020,Lordsworn's Straight Sword,2040000,20
431200021,Brass Shield,31130000,20
431200022,Heavy Crossbow,43030000,20
431200028,Bolt,52000000,100
431200029,Lordsworn's Bolt,52080000,50
431200040,Warpick,11040000,20
431200046,Bolt,52000000,100
431200047,Lordsworn's Bolt,52080000,50
431200200,Lordsworn's Shield,32300000,20
431200510,Lordsworn's Straight Sword,2040000,20
431200516,Bolt,52000000,100
431200517,Lordsworn's Bolt,52080000,50
431200530,Warpick,11040000,20
431200531,Brass Shield,31130000,20
431200537,Bolt,52000000,100
431200538,Lordsworn's Bolt,52080000,50
431200550,Warpick,11040000,20
431200551,Heavy Crossbow,43030000,20
431200557,Bolt,52000000,100
431200558,Lordsworn's Bolt,52080000,50
431300000,Lordsworn's Straight Sword,2040000,20
431300001,Brass Shield,31130000,20
431300006,Bolt,52000000,100
431300007,Lordsworn's Bolt,52080000,50
431300020,Lordsworn's Straight Sword,2040000,20
431300021,Brass Shield,31130000,20
431300026,Bolt,52000000,100
431300027,Lordsworn's Bolt,52080000,50
431300100,Warpick,11040000,20
431300101,Brass Shield,31130000,20
431300106,Bolt,52000000,100
431300107,Lordsworn's Bolt,52080000,50
431300120,Warpick,11040000,20
431300121,Heavy Crossbow,43030000,20
431300126,Bolt,52000000,100
431300127,Lordsworn's Bolt,52080000,50
431300300,Lordsworn's Shield,32300000,20
431300510,Lordsworn's Straight Sword,2040000,20
431300515,Bolt,52000000,100
431300516,Lordsworn's Bolt,52080000,50
431300530,Lordsworn's Straight Sword,2040000,20
431300531,Brass Shield,31130000,20
431300532,Heavy Crossbow,43030000,20
431300537,Bolt,52000000,100
431300538,Lordsworn's Bolt,52080000,50
431300610,Warpick,11040000,20
431300615,Bolt,52000000,100
431300616,Lordsworn's Bolt,52080000,50
431334000,Lordsworn's Straight Sword,2040000,20
431334001,Brass Shield,31130000,20
431334006,Bolt,52000000,100
431334007,Lordsworn's Bolt,52080000,50
431334020,Lordsworn's Straight Sword,2040000,20
431334021,Brass Shield,31130000,20
431334026,Bolt,52000000,100
431334027,Lordsworn's Bolt,52080000,50
431334100,Warpick,11040000,20
431334101,Brass Shield,31130000,20
431334106,Bolt,52000000,100
431334107,Lordsworn's Bolt,52080000,50
431334120,Warpick,11040000,20
431334121,Heavy Crossbow,43030000,20
431334126,Bolt,52000000,100
431334127,Lordsworn's Bolt,52080000,50
431334300,Lordsworn's Shield,32300000,20
431334510,Lordsworn's Straight Sword,2040000,20
431334515,Bolt,52000000,100
431334516,Lordsworn's Bolt,52080000,50
431334530,Lordsworn's Straight Sword,2040000,20
431334531,Brass Shield,31130000,20
431334532,Heavy Crossbow,43030000,20
431334537,Bolt,52000000,100
431334538,Lordsworn's Bolt,52080000,50
431334610,Warpick,11040000,20
431334615,Bolt,52000000,100
431334616,Lordsworn's Bolt,52080000,50
431400000,Lordsworn's Straight Sword,2040000,20
431400001,Brass Shield,31130000,20
431400006,Bolt,52000000,100
431400007,Lordsworn's Bolt,52080000,50
431400020,Lordsworn's Straight Sword,2040000,20
431400021,Brass Shield,31130000,20
431400026,Bolt,52000000,100
431400027,Lordsworn's Bolt,52080000,50
431400100,Warpick,11040000,20
431400101,Brass Shield,31130000,20
431400106,Bolt,52000000,100
431400107,Lordsworn's Bolt,52080000,50
431400120,Warpick,11040000,20
431400121,Heavy Crossbow,43030000,20
431400126,Bolt,52000000,100
431400127,Lordsworn's Bolt,52080000,50
431400300,Lordsworn's Shield,32300000,20
431400510,Lordsworn's Straight Sword,2040000,20
431400515,Bolt,52000000,100
431400516,Lordsworn's Bolt,52080000,50
431400530,Lordsworn's Straight Sword,2040000,20
431400531,Brass Shield,31130000,20
431400532,Heavy Crossbow,43030000,20
431400537,Bolt,52000000,100
431400538,Lordsworn's Bolt,52080000,50
431400610,Warpick,11040000,20
431400615,Bolt,52000000,100
431400616,Lordsworn's Bolt,52080000,50
431500000,Lordsworn's Straight Sword,2040000,20
431500001,Brass Shield,31130000,15
431500005,Bolt,52000000,100
431500006,Lordsworn's Bolt,52080000,50
431500010,Lordsworn's Straight Sword,2040000,20
431500011,Brass Shield,31130000,20
431500012,Heavy Crossbow,43030000,20
431500016,Bolt,52000000,100
431500017,Lordsworn's Bolt,52080000,50
431500100,Warpick,11040000,20
431500101,Brass Shield,31130000,15
431500105,Bolt,52000000,100
431500106,Lordsworn's Bolt,52080000,50
431500300,Lordsworn's Shield,32300000,20
431512000,Lordsworn's Straight Sword,2040000,20
431512001,Brass Shield,31130000,15
431512005,Bolt,52000000,100
431512006,Lordsworn's Bolt,52080000,50
431512015,Lordsworn's Straight Sword,2040000,20
431512016,Brass Shield,31130000,20
431512017,Heavy Crossbow,43030000,20
431512021,Bolt,52000000,100
431512022,Lordsworn's Bolt,52080000,50
431512100,Warpick,11040000,20
431512101,Brass Shield,31130000,15
431512105,Bolt,52000000,100
431512106,Lordsworn's Bolt,52080000,50
431512300,Lordsworn's Shield,32300000,20
431520000,Lordsworn's Straight Sword,2040000,20
431520001,Brass Shield,31130000,15
431520005,Bolt,52000000,100
431520006,Lordsworn's Bolt,52080000,50
431520015,Lordsworn's Straight Sword,2040000,20
431520016,Brass Shield,31130000,20
431520017,Heavy Crossbow,43030000,20
431520021,Bolt,52000000,100
431520022,Lordsworn's Bolt,52080000,50
431520100,Warpick,11040000,20
431520101,Brass Shield,31130000,15
431520105,Bolt,52000000,100
431520106,Lordsworn's Bolt,52080000,50
431520300,Lordsworn's Shield,32300000,20
431552000,Lordsworn's Straight Sword,2040000,20
431552001,Brass Shield,31130000,15
431552005,Bolt,52000000,100
431552006,Lordsworn's Bolt,52080000,50
431552015,Lordsworn's Straight Sword,2040000,20
431552016,Brass Shield,31130000,20
431552017,Heavy Crossbow,43030000,20
431552021,Bolt,52000000,100
431552022,Lordsworn's Bolt,52080000,50
431552100,Warpick,11040000,20
431552101,Brass Shield,31130000,15
431552105,Bolt,52000000,100
431552106,Lordsworn's Bolt,52080000,50
431552300,Lordsworn's Shield,32300000,20
431566000,Lordsworn's Straight Sword,2040000,20
431566001,Brass Shield,31130000,15
431566005,Bolt,52000000,100
431566006,Lordsworn's Bolt,52080000,50
431566015,Lordsworn's Straight Sword,2040000,20
431566016,Brass Shield,31130000,20
431566017,Heavy Crossbow,43030000,20
431566021,Bolt,52000000,100
431566022,Lordsworn's Bolt,52080000,50
431566100,Warpick,11040000,20
431566101,Brass Shield,31130000,15
431566105,Bolt,52000000,100
431566106,Lordsworn's Bolt,52080000,50
431566300,Lordsworn's Shield,32300000,20
431600000,Lordsworn's Straight Sword,2040000,20
431600001,Brass Shield,31130000,20
431600006,Bolt,52000000,100
431600007,Lordsworn's Bolt,52080000,50
431600015,Lordsworn's Straight Sword,2040000,20
431600020,Bolt,52000000,100
431600021,Lordsworn's Bolt,52080000,50
431600030,Lordsworn's Straight Sword,2040000,20
431600031,Brass Shield,31130000,20
431600036,Bolt,52000000,100
431600037,Lordsworn's Bolt,52080000,50
431600045,Lordsworn's Straight Sword,2040000,20
431600046,Brass Shield,31130000,20
431600047,Heavy Crossbow,43030000,20
431600052,Bolt,52000000,100
431600053,Lordsworn's Bolt,52080000,50
431600100,Warpick,11040000,20
431600101,Brass Shield,31130000,20
431600106,Bolt,52000000,100
431600107,Lordsworn's Bolt,52080000,50
431600115,Warpick,11040000,20
431600120,Bolt,52000000,100
431600121,Lordsworn's Bolt,52080000,50
431600130,Warpick,11040000,20
431600135,Bolt,52000000,100
431600136,Lordsworn's Bolt,52080000,50
431600145,Warpick,11040000,20
431600146,Heavy Crossbow,43030000,20
431600151,Bolt,52000000,100
431600152,Lordsworn's Bolt,52080000,50
431600300,Lordsworn's Shield,32300000,20
431656001,Lordsworn's Straight Sword,2040000,20
431656002,Brass Shield,31130000,20
431656007,Bolt,52000000,100
431656008,Lordsworn's Bolt,52080000,50
431656016,Lordsworn's Straight Sword,2040000,20
431656021,Bolt,52000000,100
431656022,Lordsworn's Bolt,52080000,50
431656031,Lordsworn's Straight Sword,2040000,20
431656032,Brass Shield,31130000,20
431656037,Bolt,52000000,100
431656038,Lordsworn's Bolt,52080000,50
431656046,Brass Shield,31130000,20
431656047,Heavy Crossbow,43030000,20
431656052,Bolt,52000000,100
431656053,Lordsworn's Bolt,52080000,50
431656101,Warpick,11040000,20
431656102,Brass Shield,31130000,20
431656107,Bolt,52000000,100
431656108,Lordsworn's Bolt,52080000,50
431656116,Warpick,11040000,20
431656121,Bolt,52000000,100
431656122,Lordsworn's Bolt,52080000,50
431656131,Warpick,11040000,20
431656136,Bolt,52000000,100
431656137,Lordsworn's Bolt,52080000,50
431656146,Warpick,11040000,20
431656147,Heavy Crossbow,43030000,20
431656152,Bolt,52000000,100
431656153,Lordsworn's Bolt,52080000,50
431656301,Lordsworn's Shield,32300000,20
432100000,Vulgar Militia Saw,18070000,20
432100100,Vulgar Militia Saw,18070000,40
432100200,Vulgar Militia Shotel,18130000,20
432100300,Vulgar Militia Shotel,18130000,40
434000000,Chainlink Flail,13040000,40
434000010,Chainlink Flail,13040000,40
434000020,Chainlink Flail,13040000,40
434000030,Chainlink Flail,13040000,40
434000040,Chainlink Flail,13040000,40
435100000,Knight's Greatsword,3040000,40
435100001,Gilded Greatshield,32270000,40
435100100,Partisan,16050000,40
435100101,Gilded Greatshield,32270000,40
435110100,Partisan,16050000,40
435110101,Gilded Greatshield,32270000,40
435200000,Knight's Greatsword,3040000,40
435200001,Cuckoo Greatshield,32250000,40
435200100,Partisan,16050000,40
435200101,Cuckoo Greatshield,32250000,40
435300000,Knight's Greatsword,3040000,40
435300001,Golden Greatshield,32260000,40
435300100,Partisan,16050000,40
435300101,Golden Greatshield,32260000,40
435300200,Partisan,16050000,40
435300201,Golden Greatshield,32260000,40
435300300,Knight's Greatsword,3040000,40
435300301,Greatbow,42040000,40
435300306,Great Arrow,51000000,150
435300700,Partisan,16050000,40
435300701,Golden Greatshield,32260000,40
435320000,Knight's Greatsword,3040000,40
435320001,Golden Greatshield,32260000,40
435400000,Knight's Greatsword,3040000,40
435400001,Redmane Greatshield,32230000,40
435400100,Partisan,16050000,40
435400101,Redmane Greatshield,32230000,40
435400200,Partisan,16050000,40
435400201,Redmane Greatshield,32230000,40
435400300,Knight's Greatsword,3040000,40
435400301,Greatbow,42040000,40
435400306,Great Arrow,51000000,150
435500000,Knight's Greatsword,3040000,40
435500001,Eclipse Crest Greatshield,32240000,40
435500100,Partisan,16050000,40
435500101,Eclipse Crest Greatshield,32240000,40
435500200,Partisan,16050000,40
435500300,Knight's Greatsword,3040000,40
435500301,Greatbow,42040000,40
435500305,Great Arrow,51000000,150
435600000,Knight's Greatsword,3040000,40
435600001,Haligtree Crest Greatshield,32280000,40
435600100,Partisan,16050000,40
435600200,Knight's Greatsword,3040000,40
435600201,Greatbow,42040000,40
435600205,Great Arrow,51000000,150
435656001,Knight's Greatsword,3040000,40
435656002,Haligtree Crest Greatshield,32280000,40
435656101,Partisan,16050000,40
435656201,Knight's Greatsword,3040000,40
435656202,Greatbow,42040000,40
435656206,Great Arrow,51000000,150
437100000,Dagger,1000000,40
437100005,Bolt,52000000,100
437100010,Dagger,1000000,40
437100020,Dagger,1000000,40
437100025,Bolt,52000000,100
437100030,Dagger,1000000,40
437100035,Bolt,52000000,100
437100040,Dagger,1000000,40
437100045,Bolt,52000000,100
437100100,Short Sword,2010000,40
437100105,Bolt,52000000,100
437100110,Short Sword,2010000,40
437100120,Short Sword,2010000,40
437100125,Bolt,52000000,100
437100200,Soldier's Crossbow,43000000,40
437100205,Bolt,52000000,100
437100300,Short Spear,16000000,40
437200000,Dagger,1000000,40
437200003,Bolt,52000000,100
437200010,Dagger,1000000,40
437200020,Dagger,1000000,40
437200023,Bolt,52000000,100
437200100,Short Sword,2010000,40
437200103,Bolt,52000000,100
437200110,Short Sword,2010000,40
437200113,Bolt,52000000,100
437200200,Soldier's Crossbow,43000000,40
437200203,Bolt,52000000,100
437300000,Dagger,1000000,40
437300003,Bolt,52000000,100
437300010,Dagger,1000000,40
437300020,Dagger,1000000,40
437300023,Bolt,52000000,100
437300030,Dagger,1000000,40
437300033,Bolt,52000000,100
437300040,Dagger,1000000,40
437300043,Bolt,52000000,100
437300050,Dagger,1000000,40
437300053,Bolt,52000000,100
437300100,Short Sword,2010000,40
437300103,Bolt,52000000,100
437300110,Short Sword,2010000,40
437300200,Soldier's Crossbow,43000000,40
437300203,Bolt,52000000,100
437300300,Short Spear,16000000,40
437400000,Dagger,1000000,40
437400003,Bolt,52000000,100
437400010,Dagger,1000000,40
437400020,Dagger,1000000,40
437400023,Bolt,52000000,100
437400030,Dagger,1000000,40
437400033,Bolt,52000000,100
437400040,Dagger,1000000,40
437400043,Bolt,52000000,100
437400050,Dagger,1000000,40
437400053,Bolt,52000000,100
437400100,Short Sword,2010000,40
437400103,Bolt,52000000,100
437400110,Short Sword,2010000,40
437400200,Short Sword,2010000,40
437400203,Bolt,52000000,100
437400300,Short Spear,16000000,40
437600000,Dagger,1000000,40
437600003,Bolt,52000000,100
437600010,Dagger,1000000,40
437600020,Dagger,1000000,40
437600023,Bolt,52000000,100
437600030,Dagger,1000000,40
437600033,Bolt,52000000,100
437600040,Dagger,1000000,40
437600043,Bolt,52000000,100
437600052,Bolt,52000000,100
437700000,Dagger,1000000,40
437700004,Bolt,52000000,100
437700100,Short Sword,2010000,40
437700104,Bolt,52000000,100
437700200,Short Sword,2010000,40
438100000,Staff of the Guilty,33260000,20
438100010,Staff of the Guilty,33260000,20
438210000,Pickaxe,12140000,20
438210200,Pickaxe,12140000,20
438210300,Pickaxe,12140000,20
438210400,Pickaxe,12140000,20
438212700,Pickaxe,12140000,20
438220200,Pickaxe,12140000,20
438226000,Pickaxe,12140000,20
438226200,Pickaxe,12140000,20
438226300,Pickaxe,12140000,20
438226400,Pickaxe,12140000,20
438226500,Pickaxe,12140000,20
438226600,Pickaxe,12140000,20
438230000,Pickaxe,12140000,20
438230200,Pickaxe,12140000,20
438230400,Pickaxe,12140000,20
438230800,Pickaxe,12140000,20
438233000,Pickaxe,12140000,20
438233200,Pickaxe,12140000,20
438233400,Pickaxe,12140000,20
438233600,Pickaxe,12140000,20
438233800,Pickaxe,12140000,20
438240100,Pickaxe,12140000,20
438240300,Pickaxe,12140000,20
438240400,Pickaxe,12140000,20
438240800,Pickaxe,12140000,20
438252000,Pickaxe,12140000,20
438252200,Pickaxe,12140000,20
438252700,Pickaxe,12140000,20
438320000,Digger's Staff,33120000,20
438320100,Digger's Staff,33120000,20
438330000,Digger's Staff,33120000,20
438330100,Digger's Staff,33120000,20
438340000,Digger's Staff,33120000,20
438340100,Digger's Staff,33120000,20
438420000,Digger's Staff,33120000,40
438440000,Digger's Staff,33120000,40
438500500,Serpent Arrow,50020000,100
438500600,Serpent Arrow,50020000,100
438500700,Serpent Arrow,50020000,100
460000400,Troll Knight's Sword,4110000,80
466000000,Golem's Halberd,23120000,100
466000010,Golem's Halberd,23120000,100
466000020,Golem's Halberd,23120000,100
466000030,Golem's Halberd,23120000,100
466000040,Golem's Halberd,23120000,100
466000050,Golem's Halberd,23120000,100
466000100,Golem Greatbow,42010000,100
466000101,Great Arrow,51000000,500
466000102,Golem's Great Arrow,51010000,50
466000110,Golem Greatbow,42010000,100
466000111,Great Arrow,51000000,500
466000112,Golem's Great Arrow,51010000,50
466000120,Golem Greatbow,42010000,100
466000121,Great Arrow,51000000,500
466000122,Golem's Great Arrow,51010000,50
466000130,Golem Greatbow,42010000,100
466000131,Great Arrow,51000000,500
466000132,Golem's Great Arrow,51010000,50
466000140,Golem Greatbow,42010000,100
466000141,Great Arrow,51000000,500
466000142,Golem's Great Arrow,51010000,50
466000150,Golem Greatbow,42010000,100
466000151,Great Arrow,51000000,500
466000152,Golem's Great Arrow,51010000,50
466000200,Golem's Halberd,23120000,100
466000300,Golem's Halberd,23120000,100
466000400,Golem Greatbow,42010000,100
466000401,Great Arrow,51000000,500
466000402,Golem's Magic Arrow,51030000,50
466000500,Golem's Halberd,23120000,50
466000510,Golem's Halberd,23120000,50
466000520,Golem's Halberd,23120000,50
466000530,Golem's Halberd,23120000,50
466000540,Golem's Halberd,23120000,50
466000550,Golem's Halberd,23120000,50
466000600,Golem Greatbow,42010000,50
466000601,Great Arrow,51000000,500
466000602,Golem's Great Arrow,51010000,50
466000610,Golem Greatbow,42010000,50
466000611,Great Arrow,51000000,500
466000612,Golem's Great Arrow,51010000,50
466000620,Golem Greatbow,42010000,50
466000621,Great Arrow,51000000,500
466000622,Golem's Great Arrow,51010000,50
466000630,Golem Greatbow,42010000,50
466000631,Great Arrow,51000000,500
466000632,Golem's Great Arrow,51010000,50
466000640,Golem Greatbow,42010000,50
466000641,Great Arrow,51000000,500
466000642,Golem's Great Arrow,51010000,50
466000650,Golem Greatbow,42010000,50
466000651,Great Arrow,51000000,500
466000652,Golem's Great Arrow,51010000,50
481000000,Rotten Staff,23140000,80
504000000,Curseblade's Cirque,64520000,30
504000100,Curseblade's Cirque,64520000,50
504000200,Curseblade's Cirque,64520000,20
504000300,Curseblade's Cirque,64520000,40
508000110,Bloodfiend's Fork,16540000,30
508000120,Bloodfiend's Fork,16540000,30
508000130,Bloodfiend's Fork,16540000,30
